frame,agents,grid_points_total,grid_points_tracked,background_pixels,median_dx_from_start,median_dy_from_start,median_speed_from_start,video_path
227,0,33183,282,240000,0.0,0.0,7.073015213012695,generated_videos/surface_grid_2_car.mp4
228,0,33329,284,240000,0.0,0.0,0.0,generated_videos/surface_grid_2_car.mp4
229,0,33473,284,240000,0.0,0.0,0.0,generated_videos/surface_grid_2_car.mp4
230,0,33620,288,240000,0.0,0.0,0.0,generated_videos/surface_grid_2_car.mp4
231,0,33765,285,240000,0.0,0.0,0.0,generated_videos/surface_grid_2_car.mp4
232,0,33906,281,240000,0.0,0.0,0.0,generated_videos/surface_grid_2_car.mp4
233,0,34049,284,240000,0.0,0.0,0.0,generated_videos/surface_grid_2_car.mp4
234,0,34198,293,240000,0.0,0.0,0.0,generated_videos/surface_grid_2_car.mp4
235,0,34341,290,240000,0.0,0.0,2.146103620529175,generated_videos/surface_grid_2_car.mp4
236,0,34480,286,240000,0.0,0.0266265869140625,7.946231365203857,generated_videos/surface_grid_2_car.mp4
237,0,34624,289,240000,0.0,0.0,0.14116451144218445,generated_videos/surface_grid_2_car.mp4
238,0,34762,289,240000,0.0,0.00030517578125,0.007497299928218126,generated_videos/surface_grid_2_car.mp4
239,0,34905,294,240000,0.0,0.026611328125,6.399591445922852,generated_videos/surface_grid_2_car.mp4
240,0,35043,286,240000,0.0,0.27667236328125,9.494449615478516,generated_videos/surface_grid_2_car.mp4
241,0,35190,290,240000,0.0,0.0,0.0,generated_videos/surface_grid_2_car.mp4
242,0,35333,290,240000,0.0,0.0,4.874716281890869,generated_videos/surface_grid_2_car.mp4
243,0,35474,286,240000,0.0,0.0,0.7676045894622803,generated_videos/surface_grid_2_car.mp4
244,0,35622,291,240000,0.0,0.0,0.0,generated_videos/surface_grid_2_car.mp4
245,0,35772,294,240000,0.0,0.0,0.0,generated_videos/surface_grid_2_car.mp4
246,0,35922,295,240000,0.0,0.0,0.0,generated_videos/surface_grid_2_car.mp4
247,0,36068,292,240000,0.0,0.0,0.31618818640708923,generated_videos/surface_grid_2_car.mp4
248,0,36212,290,240000,0.0,0.0,3.589705467224121,generated_videos/surface_grid_2_car.mp4
249,0,36356,293,240000,0.0,0.0,4.4982500076293945,generated_videos/surface_grid_2_car.mp4
250,0,36495,285,240000,0.0,0.0,8.579843521118164,generated_videos/surface_grid_2_car.mp4
251,0,36642,293,240000,0.0,0.0,0.0,generated_videos/surface_grid_2_car.mp4
252,0,36795,297,240000,0.0,0.0,0.0,generated_videos/surface_grid_2_car.mp4
253,0,36948,300,240000,0.0,0.0,0.0,generated_videos/surface_grid_2_car.mp4
254,0,37100,301,240000,0.0,0.0,0.0,generated_videos/surface_grid_2_car.mp4
255,0,37253,304,240000,0.0,0.0,0.0,generated_videos/surface_grid_2_car.mp4
256,0,37400,297,240000,0.0,0.0,5.059915542602539,generated_videos/surface_grid_2_car.mp4
257,0,37547,298,240000,0.0,0.0,4.632274627685547,generated_videos/surface_grid_2_car.mp4
258,0,37698,300,240000,0.0,0.0,0.0,generated_videos/surface_grid_2_car.mp4
259,0,37847,301,240000,0.0,0.0,5.546689510345459,generated_videos/surface_grid_2_car.mp4
260,0,38007,306,240000,0.0,0.0,0.0,generated_videos/surface_grid_2_car.mp4
261,0,38163,300,240000,0.0,0.0,0.0,generated_videos/surface_grid_2_car.mp4
262,0,38321,305,240000,0.0,0.0,0.0,generated_videos/surface_grid_2_car.mp4
263,0,38476,303,240000,0.0,0.0,0.0,generated_videos/surface_grid_2_car.mp4
264,0,38630,302,240000,0.0,0.0,0.0,generated_videos/surface_grid_2_car.mp4
265,0,38788,297,240000,0.0,0.0,0.0,generated_videos/surface_grid_2_car.mp4
266,0,38942,296,240000,0.0,0.0,0.0,generated_videos/surface_grid_2_car.mp4
267,0,39092,298,240000,0.0,0.0,0.0,generated_videos/surface_grid_2_car.mp4
268,0,39245,298,240000,0.0,0.0,0.0,generated_videos/surface_grid_2_car.mp4
269,0,39392,297,240000,0.0,0.0,4.886160850524902,generated_videos/surface_grid_2_car.mp4
270,0,39535,298,240000,0.0,0.0,8.990257263183594,generated_videos/surface_grid_2_car.mp4
271,0,39678,298,240000,0.0,0.0,8.549428939819336,generated_videos/surface_grid_2_car.mp4
272,0,39822,301,240000,0.0,0.0,8.504232406616211,generated_videos/surface_grid_2_car.mp4
273,0,39959,298,240000,0.0,1.4628448486328125,13.136451721191406,generated_videos/surface_grid_2_car.mp4
274,0,40102,305,240000,0.0,0.52410888671875,10.619054794311523,generated_videos/surface_grid_2_car.mp4
275,0,40249,297,240000,0.0,0.0,1.5964510440826416,generated_videos/surface_grid_2_car.mp4
276,0,40398,302,240000,0.0,0.0,5.997689247131348,generated_videos/surface_grid_2_car.mp4
277,0,40542,302,240000,0.0,0.8598251342773438,8.361347198486328,generated_videos/surface_grid_2_car.mp4
278,0,40694,311,240000,0.0,0.0,6.1080522537231445,generated_videos/surface_grid_2_car.mp4
279,0,40842,309,240000,0.0,0.04937744140625,8.204483985900879,generated_videos/surface_grid_2_car.mp4
280,0,40991,309,240000,0.0,0.0,8.116448402404785,generated_videos/surface_grid_2_car.mp4
281,0,41137,307,240000,0.0,0.450653076171875,13.62779426574707,generated_videos/surface_grid_2_car.mp4
282,0,41280,304,240000,0.0,7.5509033203125,14.21338939666748,generated_videos/surface_grid_2_car.mp4
283,0,41424,306,240000,0.0,4.236482620239258,12.258428573608398,generated_videos/surface_grid_2_car.mp4
284,0,41566,305,240000,0.0,7.171937942504883,12.4758939743042,generated_videos/surface_grid_2_car.mp4
285,0,41711,308,240000,0.0,5.226618766784668,10.456716537475586,generated_videos/surface_grid_2_car.mp4
286,0,41853,306,240000,0.0,6.052391052246094,12.912569046020508,generated_videos/surface_grid_2_car.mp4
287,0,42000,305,240000,0.0,3.5224609375,9.157097816467285,generated_videos/surface_grid_2_car.mp4
288,0,42143,305,240000,0.0,0.066680908203125,6.569075584411621,generated_videos/surface_grid_2_car.mp4
289,0,42282,300,240000,0.0,7.75323486328125,15.38632869720459,generated_videos/surface_grid_2_car.mp4
290,0,42422,303,240000,0.0,10.542877197265625,16.419330596923828,generated_videos/surface_grid_2_car.mp4
291,0,42567,309,240000,0.0,6.2772216796875,16.901954650878906,generated_videos/surface_grid_2_car.mp4
292,0,42705,304,240000,0.0,9.815777778625488,23.375885009765625,generated_videos/surface_grid_2_car.mp4
293,0,42851,311,240000,0.0,7.809326171875,12.017411231994629,generated_videos/surface_grid_2_car.mp4
294,0,42992,311,240000,0.0,8.5462646484375,16.903121948242188,generated_videos/surface_grid_2_car.mp4
